# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-a" "gff/merged_TX_combined.saf" "-F" "SAF" "-o" "readCounts/TxF6f6_dna_counts.out" "-Q" "30" "DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam" 
Geneid	Chr	Start	End	Strand	Length	DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam
NChap2_final_00029916	scaffold_1053	30168	31685	-	1518	0
NChap2_final_00030140	scaffold_1054	23386	24903	-	1518	0
NChap2_final_00029760	scaffold_1054	29923	30324	+	402	0
NChap2_final_00030277	scaffold_1057	25790	26103	-	314	0
NChap2_final_00029150	scaffold_1059	23526	25022	-	1497	0
NChap2_final_00029554	scaffold_1059	23941	34277	+	10337	0
NChap2_final_00029660	scaffold_106	21791	28057	+	6267	0
NChap2_final_00030737	scaffold_106	37751	37957	+	207	0
NChap2_final_00029116	scaffold_106	86830	87231	+	402	0
NChap2_final_00029608	scaffold_1060	27831	31283	+	3453	0
NChap2_final_00030229	scaffold_1066	26160	27677	-	1518	0
NChap2_final_00029267	scaffold_1068	775	3998	+	3224	0
NChap2_final_00013565	scaffold_107	79830	83276	-	3447	0
NChap2_final_00004395	scaffold_107	89326	90247	-	922	0
NChap2_final_00030236	scaffold_1072	26549	31069	-	4521	0
NChap2_final_00029914	scaffold_1076	22161	26643	+	4483	0
NChap2_final_00030210	scaffold_1078	438	2477	+	2040	0
NChap2_final_00030476	scaffold_1078	28421	29938	+	1518	0
NChap2_final_00030446	scaffold_1079	22831	29097	-	6267	0
NChap2_final_00030808	scaffold_1079	32255	33248	-	994	0
NChap2_final_00029273	scaffold_108	26600	31082	-	4483	0
NChap2_final_00029846	scaffold_108	62991	64409	+	1419	0
NChap2_final_00029990	scaffold_1080	18345	22827	+	4483	0
NChap2_final_00029382	scaffold_1081	25810	27228	+	1419	0
NChap2_final_00029594	scaffold_1086	26256	29708	-	3453	0
NChap2_final_00030047	scaffold_1087	9037	9243	+	207	0
NChap2_final_00030713	scaffold_1088	21806	26288	+	4483	0
NChap2_final_00030354	scaffold_1090	3020	4013	-	994	0
NChap2_final_00030607	scaffold_1090	28838	29151	-	314	0
NChap2_final_00029172	scaffold_1091	32702	33242	+	541	0
NChap2_final_00019090	scaffold_1093	9813	12170	-	2358	0
NChap2_final_00030515	scaffold_1094	29206	29519	+	314	0
NChap2_final_00030408	scaffold_110	37391	38908	-	1518	0
NChap2_final_00029376	scaffold_1102	29662	31631	+	1970	0
NChap2_final_00029947	scaffold_1105	23134	29400	-	6267	0
NChap2_final_00029191	scaffold_1106	30206	30519	-	314	0
NChap2_final_00029856	scaffold_1109	29641	33092	-	3452	0
NChap2_final_00029703	scaffold_1116	30978	32396	+	1419	0
NChap2_final_00030628	scaffold_1118	23460	32938	-	9479	0
NChap2_final_00030101	scaffold_1119	23446	24439	+	994	0
NChap2_final_00030637	scaffold_1119	27597	31233	+	3637	0
NChap2_final_00030505	scaffold_112	11645	12180	+	536	0
NChap2_final_00029823	scaffold_112	27138	37474	-	10337	0
NChap2_final_00030630	scaffold_112	36393	37889	+	1497	0
NChap2_final_00029992	scaffold_112	79949	81466	+	1518	0
NChap2_final_00030357	scaffold_1122	21202	30725	-	9524	0
NChap2_final_00029340	scaffold_1124	17303	18721	+	1419	0
NChap2_final_00029592	scaffold_1124	20542	22511	+	1970	0
NChap2_final_00030120	scaffold_1124	24695	28147	-	3453	0
NChap2_final_00030507	scaffold_1126	184	2009	-	1826	0
NChap2_final_00030906	scaffold_1128	26585	28003	+	1419	0
NChap2_final_00029705	scaffold_1128	32011	32551	-	541	0
NChap2_final_00029112	scaffold_1129	25235	31501	+	6267	0
NChap2_final_00030232	scaffold_1133	2970	9236	+	6267	0
NChap2_final_00029929	scaffold_1133	31675	33516	+	1842	0
NChap2_final_00029221	scaffold_1134	11989	21464	+	9476	0
NChap2_final_00030907	scaffold_1135	12326	13822	+	1497	0
NChap2_final_00030724	scaffold_1135	25458	29940	+	4483	0
NChap2_final_00030616	scaffold_1138	30725	32694	+	1970	0
NChap2_final_00030541	scaffold_1139	29536	31053	-	1518	0
NChap2_final_00030578	scaffold_1140	1681	5029	-	3349	0
NChap2_final_00030842	scaffold_1141	13196	20342	+	7147	0
NChap2_final_00029551	scaffold_1142	25136	25676	+	541	0
NChap2_final_00030640	scaffold_1142	29682	31100	-	1419	0
NChap2_final_00029463	scaffold_1144	5247	14769	-	9523	2
NChap2_final_00029479	scaffold_1144	22002	22208	-	207	0
NChap2_final_00029720	scaffold_1146	17527	18945	-	1419	0
NChap2_final_00029530	scaffold_1147	26934	28352	+	1419	0
NChap2_final_00030302	scaffold_1147	30174	32143	+	1970	0
NChap2_final_00029326	scaffold_1147	32358	32898	-	541	0
NChap2_final_00002215	scaffold_1148	19833	20865	+	1033	0
NChap2_final_00030451	scaffold_1148	24031	30297	+	6267	0
NChap2_final_00029101	scaffold_1150	8067	11519	-	3453	0
NChap2_final_00029100	scaffold_1150	14652	20918	+	6267	0
NChap2_final_00029661	scaffold_1151	28375	29368	+	994	0
NChap2_final_00030374	scaffold_1154	27230	28747	-	1518	0
NChap2_final_00029468	scaffold_1155	29661	31065	+	1405	0
NChap2_final_00029926	scaffold_1159	23146	29412	-	6267	0
NChap2_final_00030106	scaffold_1163	2182	2722	+	541	0
NChap2_final_00030172	scaffold_1163	2937	4906	-	1970	0
NChap2_final_00030427	scaffold_1163	26927	28423	+	1497	0
NChap2_final_00030743	scaffold_1169	28462	29979	+	1518	0
NChap2_final_00029502	scaffold_1175	13090	15987	+	2898	0
NChap2_final_00030622	scaffold_1180	142	682	-	541	0
NChap2_final_00030281	scaffold_1180	2111	5556	-	3446	0
NChap2_final_00030096	scaffold_1182	14171	17623	-	3453	0
NChap2_final_00030336	scaffold_1184	25661	31927	-	6267	0
NChap2_final_00029437	scaffold_1186	26953	28449	-	1497	0
NChap2_final_00029844	scaffold_1189	25691	30173	-	4483	0
NChap2_final_00029833	scaffold_1190	21060	22183	+	1124	0
NChap2_final_00029308	scaffold_1190	25341	31607	+	6267	0
NChap2_final_00029536	scaffold_1193	20881	22398	+	1518	0
NChap2_final_00029537	scaffold_1193	31339	32332	+	994	0
NChap2_final_00030805	scaffold_1195	19210	19416	+	207	0
NChap2_final_00029524	scaffold_1195	27021	27984	+	964	0
NChap2_final_00030246	scaffold_1196	10508	11501	-	994	0
NChap2_final_00030410	scaffold_1198	248	2209	-	1962	0
NChap2_final_00030411	scaffold_1198	13846	15342	-	1497	0
NChap2_final_00018941	scaffold_12	89469	91193	+	1725	451
NChap2_final_00022110	scaffold_12	565655	568311	-	2657	372
NChap2_final_00026042	scaffold_12	737595	742873	-	5279	14
NChap2_final_00030856	scaffold_12	1403902	1410282	-	6381	45
NChap2_final_00029643	scaffold_120	44486	46311	-	1826	0
NChap2_final_00029439	scaffold_120	49443	52895	+	3453	0
NChap2_final_00019703	scaffold_120	54324	54864	+	541	0
NChap2_final_00030473	scaffold_1202	11382	17730	-	6349	0
NChap2_final_00029867	scaffold_1202	30742	32259	-	1518	0
NChap2_final_00030601	scaffold_1205	10741	12258	-	1518	0
NChap2_final_00029588	scaffold_1206	26184	28153	+	1970	0
NChap2_final_00029855	scaffold_1206	28368	28908	-	541	0
NChap2_final_00029902	scaffold_1207	8325	12807	-	4483	0
NChap2_final_00030502	scaffold_1207	24444	25940	-	1497	0
NChap2_final_00030136	scaffold_1208	17301	19270	-	1970	0
NChap2_final_00029801	scaffold_1208	21092	22510	-	1419	0
NChap2_final_00030511	scaffold_1210	25317	29799	-	4483	0
NChap2_final_00030851	scaffold_1213	2418	3914	-	1497	0
NChap2_final_00029854	scaffold_1213	25935	27904	+	1970	0
NChap2_final_00030117	scaffold_1216	27612	29030	+	1419	0
NChap2_final_00030118	scaffold_1216	30852	32821	+	1970	0
NChap2_final_00029429	scaffold_1218	5795	16131	+	10337	0
NChap2_final_00029674	scaffold_1220	23730	32792	-	9063	0
NChap2_final_00029949	scaffold_1223	29612	31129	+	1518	0
NChap2_final_00030539	scaffold_1224	8818	15084	+	6267	0
NChap2_final_00029688	scaffold_1229	278	2209	-	1932	0
NChap2_final_00030872	scaffold_1231	21911	23428	+	1518	0
NChap2_final_00030171	scaffold_1232	11	1057	-	1047	0
NChap2_final_00029852	scaffold_1232	12279	12575	-	297	0
NChap2_final_00029937	scaffold_1234	21466	27732	-	6267	0
NChap2_final_00030597	scaffold_1237	19452	20133	+	682	0
NChap2_final_00029367	scaffold_1237	23605	29871	+	6267	0
NChap2_final_00030055	scaffold_1239	10917	17109	-	6193	0
NChap2_final_00029552	scaffold_1239	25881	27850	-	1970	0
NChap2_final_00029533	scaffold_1243	22008	26229	+	4222	0
NChap2_final_00030347	scaffold_1246	28321	28527	-	207	0
NChap2_final_00029826	scaffold_1249	15548	17517	-	1970	0
NChap2_final_00030182	scaffold_125	51535	56017	+	4483	0
NChap2_final_00029840	scaffold_1250	15647	21913	-	6267	0
NChap2_final_00029111	scaffold_1250	23078	23479	+	402	0
NChap2_final_00029343	scaffold_1252	24257	27709	+	3453	0
NChap2_final_00030763	scaffold_1255	26658	28175	+	1518	0
NChap2_final_00030875	scaffold_1257	8526	10022	-	1497	0
NChap2_final_00030909	scaffold_1257	11202	12284	+	1083	0
NChap2_final_00029873	scaffold_1257	28802	30220	+	1419	0
NChap2_final_00030649	scaffold_126	7587	9269	-	1683	7374
NChap2_final_00002120	scaffold_126	53975	60181	-	6207	46774
NChap2_final_00030648	scaffold_126	72430	73446	+	1017	1482
NChap2_final_00030647	scaffold_126	78855	81224	-	2370	16979
NChap2_final_00030445	scaffold_1261	26535	27528	+	994	0
NChap2_final_00030857	scaffold_1262	18424	19920	+	1497	0
NChap2_final_00030850	scaffold_1263	25263	26759	+	1497	0
NChap2_final_00029377	scaffold_1265	30665	31996	+	1332	0
NChap2_final_00029357	scaffold_1266	13619	14159	+	541	0
NChap2_final_00030882	scaffold_1267	23442	27924	-	4483	0
NChap2_final_00029503	scaffold_1270	26427	27944	-	1518	0
NChap2_final_00029946	scaffold_1271	12828	13034	+	207	0
NChap2_final_00029945	scaffold_1271	20269	29792	+	9524	0
NChap2_final_00029430	scaffold_1274	25447	26865	+	1419	0
NChap2_final_00029208	scaffold_1274	28686	30655	+	1970	0
NChap2_final_00030503	scaffold_1279	29799	31217	+	1419	0
NChap2_final_00030529	scaffold_128	43189	43395	-	207	0
NChap2_final_00030291	scaffold_128	67357	67897	+	541	0
NChap2_final_00029943	scaffold_128	72195	73321	-	1127	0
NChap2_final_00030670	scaffold_1282	16218	22484	-	6267	0
NChap2_final_00029563	scaffold_1284	5377	5917	-	541	0
NChap2_final_00030028	scaffold_1284	29895	30101	+	207	0
NChap2_final_00029575	scaffold_129	55363	55569	+	207	0
NChap2_final_00029571	scaffold_1291	21327	22320	+	994	0
NChap2_final_00030005	scaffold_1291	25478	31744	+	6267	0
NChap2_final_00029769	scaffold_1292	1976	8242	-	6267	0
NChap2_final_00030439	scaffold_1292	21334	22851	-	1518	0
NChap2_final_00030338	scaffold_1293	20461	20667	-	207	0
NChap2_final_00029565	scaffold_1296	10809	12227	+	1419	0
NChap2_final_00029736	scaffold_1298	5817	6126	-	310	0
NChap2_final_00029737	scaffold_1298	18135	21908	+	3774	322
NChap2_final_00029735	scaffold_1298	25346	27580	-	2235	9
NChap2_final_00029679	scaffold_130	58929	60446	-	1518	0
NChap2_final_00029616	scaffold_130	65645	75123	-	9479	0
NChap2_final_00030740	scaffold_1303	31185	31391	-	207	0
NChap2_final_00029541	scaffold_1306	6073	7491	+	1419	0
NChap2_final_00030295	scaffold_1306	9313	11282	+	1970	0
NChap2_final_00029223	scaffold_1309	22581	28847	+	6267	0
NChap2_final_00029850	scaffold_131	59117	60942	-	1826	0
NChap2_final_00013097	scaffold_131	68490	70150	-	1661	0
NChap2_final_00030588	scaffold_1312	3971	5488	+	1518	0
NChap2_final_00029538	scaffold_1312	18581	24847	+	6267	0
NChap2_final_00030059	scaffold_1313	1033	2751	+	1719	0
NChap2_final_00029613	scaffold_1313	12277	13695	+	1419	0
NChap2_final_00030477	scaffold_1318	27369	30266	+	2898	0
NChap2_final_00029297	scaffold_1321	30445	30651	-	207	0
NChap2_final_00030435	scaffold_1322	29371	30769	-	1399	0
NChap2_final_00030666	scaffold_1323	21459	27725	+	6267	0
NChap2_final_00029318	scaffold_1327	24686	28138	-	3453	0
NChap2_final_00030693	scaffold_1328	781	3523	+	2743	0
NChap2_final_00030745	scaffold_1328	20708	30182	+	9475	0
NChap2_final_00029579	scaffold_133	26992	30444	-	3453	0
NChap2_final_00030538	scaffold_133	33577	39843	+	6267	0
NChap2_final_00029810	scaffold_1331	21535	27801	-	6267	0
NChap2_final_00029603	scaffold_1339	24328	25746	+	1419	0
NChap2_final_00029602	scaffold_1339	27568	29537	+	1970	0
NChap2_final_00030199	scaffold_1340	27969	29465	+	1497	0
NChap2_final_00030893	scaffold_1341	11541	11747	-	207	0
NChap2_final_00030721	scaffold_1341	21443	27709	-	6267	0
NChap2_final_00029294	scaffold_1343	16223	25348	-	9126	0
NChap2_final_00029149	scaffold_1347	7531	12013	+	4483	0
NChap2_final_00030717	scaffold_1347	23282	23595	+	314	0
NChap2_final_00030162	scaffold_1349	22619	23159	-	541	0
NChap2_final_00029324	scaffold_135	27152	33418	+	6267	0
NChap2_final_00030366	scaffold_135	43115	43321	+	207	0
NChap2_final_00019093	scaffold_1350	11525	13495	-	1971	2
NChap2_final_00030053	scaffold_1351	2041	2831	-	791	0
NChap2_final_00029189	scaffold_1352	28335	29328	+	994	0
NChap2_final_00030761	scaffold_1353	1143	5663	+	4521	0
NChap2_final_00030209	scaffold_1359	19801	26068	-	6268	0
NChap2_final_00029331	scaffold_1361	5598	15121	-	9524	0
NChap2_final_00029967	scaffold_1362	20903	22321	+	1419	0
NChap2_final_00029464	scaffold_1369	22070	22276	+	207	0
NChap2_final_00030843	scaffold_1374	16301	17797	-	1497	0
NChap2_final_00029281	scaffold_1376	17560	23826	-	6267	0
NChap2_final_00030409	scaffold_138	47011	47324	+	314	0
NChap2_final_00029108	scaffold_138	61694	63211	+	1518	0
NChap2_final_00029802	scaffold_1382	23278	24774	+	1497	0
NChap2_final_00029323	scaffold_1386	27609	27815	+	207	0
NChap2_final_00029584	scaffold_1388	16519	16725	+	207	0
NChap2_final_00030131	scaffold_1391	24141	25091	+	951	0
NChap2_final_00030147	scaffold_1392	25282	28138	-	2857	0
NChap2_final_00029170	scaffold_1393	24951	31217	+	6267	0
NChap2_final_00029269	scaffold_1396	11595	12135	+	541	0
NChap2_final_00030128	scaffold_1399	5851	7820	-	1970	0
NChap2_final_00030728	scaffold_140	22212	22525	+	314	0
NChap2_final_00030460	scaffold_140	36888	38405	+	1518	0
NChap2_final_00029416	scaffold_140	47349	48172	+	824	0
NChap2_final_00030587	scaffold_140	67456	67662	+	207	0
NChap2_final_00030863	scaffold_1400	8583	8896	+	314	0
NChap2_final_00029470	scaffold_1401	28172	28378	+	207	0
NChap2_final_00019091	scaffold_1403	16057	19502	+	3446	0
NChap2_final_00030517	scaffold_1406	4914	11180	+	6267	0
NChap2_final_00029440	scaffold_141	18173	24439	+	6267	0
NChap2_final_00030656	scaffold_1410	29064	29270	-	207	0
NChap2_final_00030360	scaffold_1418	21453	22446	-	994	0
NChap2_final_00030532	scaffold_1419	12912	13905	+	994	0
NChap2_final_00030837	scaffold_1420	19666	24148	+	4483	0
NChap2_final_00029126	scaffold_1422	3692	13215	+	9524	0
NChap2_final_00029726	scaffold_1426	17960	18796	+	837	0
NChap2_final_00029177	scaffold_1427	10183	10761	-	579	0
NChap2_final_00029932	scaffold_143	18250	19243	+	994	0
NChap2_final_00030080	scaffold_143	22401	28667	+	6267	0
NChap2_final_00029577	scaffold_143	38429	38635	+	207	0
NChap2_final_00029765	scaffold_1431	26679	28196	-	1518	0
NChap2_final_00029684	scaffold_1438	14891	15431	-	541	0
NChap2_final_00030272	scaffold_1439	21705	22018	+	314	0
NChap2_final_00030450	scaffold_1441	21903	22896	+	994	0
NChap2_final_00029767	scaffold_145	18404	22887	+	4484	0
NChap2_final_00029199	scaffold_145	34154	34467	+	314	0
NChap2_final_00030018	scaffold_1453	6717	8686	+	1970	0
NChap2_final_00030789	scaffold_1453	17456	23722	+	6267	0
NChap2_final_00029292	scaffold_1454	16881	23147	+	6267	0
NChap2_final_00029980	scaffold_1456	15089	21355	-	6267	0
NChap2_final_00030306	scaffold_1458	19647	19960	+	314	0
NChap2_final_00002218	scaffold_146	51703	53453	-	1751	0
NChap2_final_00030273	scaffold_1460	27588	29105	-	1518	0
NChap2_final_00030356	scaffold_1469	24015	24221	-	207	0
NChap2_final_00030603	scaffold_1478	21318	25800	+	4483	0
NChap2_final_00030014	scaffold_1480	12222	15673	+	3452	0
NChap2_final_00030294	scaffold_1482	8855	9395	-	541	0
NChap2_final_00029525	scaffold_1483	209	415	+	207	0
NChap2_final_00029368	scaffold_1483	15206	24729	-	9524	0
NChap2_final_00030133	scaffold_1484	3804	10070	-	6267	0
NChap2_final_00006145	scaffold_1485	23352	25276	+	1925	28
NChap2_final_00029527	scaffold_1487	16996	20448	+	3453	0
NChap2_final_00030164	scaffold_1487	26424	27260	-	837	0
NChap2_final_00030606	scaffold_1489	11735	13252	+	1518	0
NChap2_final_00029604	scaffold_1492	1418	11754	+	10337	0
NChap2_final_00029196	scaffold_1492	21280	22698	+	1419	0
NChap2_final_00030661	scaffold_1499	15797	21725	-	5929	0
NChap2_final_00029500	scaffold_150	52208	52414	-	207	0
NChap2_final_00029234	scaffold_150	62110	68377	-	6268	0
NChap2_final_00030292	scaffold_150	71509	74961	+	3453	0
NChap2_final_00030783	scaffold_1506	21142	27408	+	6267	0
NChap2_final_00029394	scaffold_1509	29454	29660	-	207	0
NChap2_final_00029197	scaffold_1510	23593	25089	-	1497	0
NChap2_final_00030196	scaffold_1513	4852	6821	-	1970	0
NChap2_final_00030197	scaffold_1513	8643	9182	-	540	0
NChap2_final_00029378	scaffold_1513	28843	30339	+	1497	0
NChap2_final_00029346	scaffold_1514	25840	26657	+	818	0
NChap2_final_00029857	scaffold_1515	15877	22143	+	6267	0
NChap2_final_00030004	scaffold_1516	19415	22867	-	3453	0
NChap2_final_00029507	scaffold_1517	28509	29585	+	1077	0
NChap2_final_00029766	scaffold_152	27283	30181	-	2899	0
NChap2_final_00030621	scaffold_152	41452	45972	-	4521	0
NChap2_final_00030841	scaffold_1520	11205	11411	-	207	0
NChap2_final_00029933	scaffold_1522	22443	28709	-	6267	0
NChap2_final_00029383	scaffold_1528	27216	29185	+	1970	0
NChap2_final_00029118	scaffold_1529	23135	23434	-	300	0
NChap2_final_00029317	scaffold_1534	23465	24005	-	541	0
NChap2_final_00029534	scaffold_1536	3447	7967	-	4521	0
NChap2_final_00029202	scaffold_1537	17869	24135	+	6267	0
NChap2_final_00029697	scaffold_154	3413	3953	-	541	0
NChap2_final_00030388	scaffold_154	5382	8834	-	3453	0
NChap2_final_00029516	scaffold_154	59645	59851	-	207	0
NChap2_final_00029256	scaffold_154	69548	75814	-	6267	0
NChap2_final_00030800	scaffold_1540	20387	24869	+	4483	0
NChap2_final_00029322	scaffold_1541	3139	12662	-	9524	0
NChap2_final_00030698	scaffold_1544	14414	15931	+	1518	0
NChap2_final_00030276	scaffold_1546	9747	14229	-	4483	0
NChap2_final_00029134	scaffold_1548	903	2728	+	1826	0
NChap2_final_00030017	scaffold_1550	3431	4849	-	1419	0
NChap2_final_00030625	scaffold_1550	23631	25127	+	1497	0
NChap2_final_00030585	scaffold_1554	2406	5858	+	3453	0
NChap2_final_00029951	scaffold_1554	11834	13252	-	1419	0
NChap2_final_00029794	scaffold_1555	21186	24638	+	3453	0
NChap2_final_00030489	scaffold_1556	4203	6172	+	1970	0
NChap2_final_00029393	scaffold_1556	14941	21207	+	6267	0
NChap2_final_00030720	scaffold_1558	10876	11082	+	207	0
NChap2_final_00030618	scaffold_1561	1661	2654	-	994	0
NChap2_final_00030027	scaffold_1564	23295	29561	-	6267	0
NChap2_final_00030216	scaffold_1570	5541	7058	-	1518	0
NChap2_final_00030699	scaffold_1572	29700	30013	-	314	0
NChap2_final_00030840	scaffold_1573	27497	28287	-	791	0
NChap2_final_00030858	scaffold_1577	21609	26091	+	4483	0
NChap2_final_00029775	scaffold_1579	15304	16129	+	826	0
NChap2_final_00029772	scaffold_158	47469	47675	-	207	0
NChap2_final_00019699	scaffold_158	57332	60778	-	3447	0
NChap2_final_00029264	scaffold_158	66757	67750	-	994	0
NChap2_final_00030772	scaffold_1585	8190	9707	+	1518	0
NChap2_final_00030046	scaffold_1587	29186	29392	+	207	0
NChap2_final_00002214	scaffold_1588	10802	17069	+	6268	0
NChap2_final_00030298	scaffold_159	47583	52065	-	4483	0
NChap2_final_00029738	scaffold_159	63702	65198	-	1497	0
NChap2_final_00029741	scaffold_159	66378	67460	+	1083	0
NChap2_final_00029513	scaffold_1592	20125	26391	-	6267	0
NChap2_final_00030817	scaffold_1593	3176	4169	+	994	0
NChap2_final_00030780	scaffold_1593	7327	13593	+	6267	0
NChap2_final_00029259	scaffold_1593	20364	20669	+	306	0
NChap2_final_00029176	scaffold_1594	22461	26943	-	4483	0
NChap2_final_00029685	scaffold_1595	14589	16558	-	1970	0
NChap2_final_00029339	scaffold_1596	306	7872	-	7567	0
NChap2_final_00013562	scaffold_1598	25444	27510	+	2067	0
NChap2_final_00030915	scaffold_16	163636	166612	-	2977	0
NChap2_final_00030543	scaffold_1601	14376	14582	+	207	0
NChap2_final_00030218	scaffold_1603	9801	16068	-	6268	2
NChap2_final_00029593	scaffold_1603	24081	24621	+	541	0
NChap2_final_00030548	scaffold_1605	13496	14489	+	994	0
NChap2_final_00030288	scaffold_1610	18524	20020	-	1497	0
